CustomerKey,CustomerCode,ShopName,OwnerName,City,Province,CustomerType,JoinDate,CreditLimit
434,CUST-0434,کلبه پخش اسباب‌بازی مشهد,مهدی نوری,مشهد,خراسان رضوی,عمده‌فروش,1403/10/18,59550111
435,CUST-0435,شادی کودک کیش,محمد شریفی,کیش,هرمزگان,خاص,1403/04/06,51212334
436,CUST-0436,پخش کودک کرمان,ناصر نوری,کرمان,کرمان,خرده‌فروش,1403/09/13,353474874
437,CUST-0437,شادی اسباب‌بازی ساری,امیر جعفری,ساری,مازندران,خاص,1404/04/12,45653873
438,CUST-0438,پخش تویز بندرعباس,اکبر رحیمی,بندرعباس,هرمزگان,خاص,1403/03/21,412711429
439,CUST-0439,فروشگاه بازی اصفهان,سعید جعفری,اصفهان,اصفهان,خرده‌فروش,1404/07/14,356058691
440,CUST-0440,بازار پخش اسباب‌بازی کرج,حسین محمدی,کرج,البرز,خرده‌فروش,1404/05/22,49860902
441,CUST-0441,دنیای اسباب‌بازی خرم‌آباد,بهرام نوری,خرم‌آباد,لرستان,عمده‌فروش,1403/02/13,51570479
442,CUST-0442,دنیای بازی همدان,مهدی احمدی,همدان,همدان,خاص,1403/03/15,493453393
443,CUST-0443,کلبه سرگرمی ساری,اکبر احمدی,ساری,مازندران,خرده‌فروش,1403/06/29,193392689
444,CUST-0444,پخش سرگرمی مشهد,حسین میرزایی,مشهد,خراسان رضوی,عمده‌فروش,1404/02/11,191614652
445,CUST-0445,مرکز سرگرمی بوشهر,رضا قاسمی,بوشهر,بوشهر,خاص,1404/02/02,408271787
446,CUST-0446,شادی پخش اسباب‌بازی خرم‌آباد,حسین میرزایی,خرم‌آباد,لرستان,خاص,1403/03/19,474151802
447,CUST-0447,بازار اسباب‌بازی سنندج,سعید حسینی,سنندج,کردستان,خرده‌فروش,1403/03/16,493140521
448,CUST-0448,بچه‌ها اسباب‌بازی بجنورد,اکبر کریمی,بجنورد,خراسان شمالی,خرده‌فروش,1404/04/03,379155310
449,CUST-0449,بچه‌ها سرگرمی کرمانشاه,سعید جعفری,کرمانشاه,کرمانشاه,خاص,1403/07/05,194367196
450,CUST-0450,فروشگاه سرگرمی بیرجند,مهدی میرزایی,بیرجند,خراسان جنوبی,خاص,1403/09/07,50915351
451,CUST-0451,فروشگاه تویز شیراز,حسین جعفری,شیراز,فارس,عمده‌فروش,1404/10/08,390801988
452,CUST-0452,بچه‌ها تویز بیرجند,محمد محمدی,بیرجند,خراسان جنوبی,خرده‌فروش,1403/01/06,283618082
453,CUST-0453,بچه‌ها تویز شهرکرد,محمد رضایی,شهرکرد,چهارمحال و بختیاری,عمده‌فروش,1403/03/28,217868784
454,CUST-0454,فانتزی سرگرمی زنجان,حمید نوری,زنجان,زنجان,عمده‌فروش,1404/02/21,454113648
455,CUST-0455,فروشگاه تویز مشهد,حمید محمدی,مشهد,خراسان رضوی,خاص,1404/08/30,64486766
456,CUST-0456,شادی اسباب‌بازی قزوین,مهدی جعفری,قزوین,قزوین,عمده‌فروش,1404/02/01,251386301
457,CUST-0457,دنیای سرگرمی بندرعباس,حسین هاشمی,بندرعباس,هرمزگان,عمده‌فروش,1404/01/24,15563285
458,CUST-0458,تویز تویز رشت,مهدی صادقی,رشت,گیلان,عمده‌فروش,1403/05/26,239643714
459,CUST-0459,شادی تویز ارومیه,سعید کریمی,ارومیه,آذربایجان غربی,عمده‌فروش,1404/05/06,37588605
460,CUST-0460,تویز کودک ایلام,فرشاد هاشمی,ایلام,ایلام,خاص,1404/05/18,68220778
461,CUST-0461,فانتزی اسباب‌بازی زاهدان,حسین کریمی,زاهدان,سیستان و بلوچستان,خرده‌فروش,1403/01/07,67587860
462,CUST-0462,دنیای بازی خرم‌آباد,مصطفی رحیمی,خرم‌آباد,لرستان,خرده‌فروش,1403/12/02,328113048
463,CUST-0463,شادی پخش اسباب‌بازی خرم‌آباد,ناصر رضایی,خرم‌آباد,لرستان,خرده‌فروش,1403/11/02,375561990
464,CUST-0464,فانتزی تویز زاهدان,حسین جعفری,زاهدان,سیستان و بلوچستان,خرده‌فروش,1403/11/21,295850694
465,CUST-0465,دنیای کودک قشم,امیر جعفری,قشم,هرمزگان,خرده‌فروش,1403/10/12,481464548
466,CUST-0466,فروشگاه سرگرمی ایلام,رضا قاسمی,ایلام,ایلام,عمده‌فروش,1404/07/07,193686583
467,CUST-0467,فانتزی پخش اسباب‌بازی مشهد,رضا صادقی,مشهد,خراسان رضوی,خاص,1403/10/23,149998922
468,CUST-0468,شادی پخش اسباب‌بازی شیراز,مجید رضایی,شیراز,فارس,خرده‌فروش,1404/10/07,435613572
469,CUST-0469,تویز پخش اسباب‌بازی بندرعباس,حسین عباسی,بندرعباس,هرمزگان,خرده‌فروش,1404/03/06,119561960
470,CUST-0470,فانتزی سرگرمی شیراز,مجید قاسمی,شیراز,فارس,خاص,1404/02/14,481979044
471,CUST-0471,شادی سرگرمی کیش,علی میرزایی,کیش,هرمزگان,خاص,1404/01/03,15955692
472,CUST-0472,فروشگاه کودک تبریز,اکبر هاشمی,تبریز,آذربایجان شرقی,عمده‌فروش,1403/12/28,485240625
473,CUST-0473,دنیای پخش اسباب‌بازی اصفهان,اکبر هاشمی,اصفهان,اصفهان,خرده‌فروش,1404/02/13,31148356
474,CUST-0474,فروشگاه اسباب‌بازی زنجان,محمد کریمی,زنجان,زنجان,خاص,1403/08/12,446660125
475,CUST-0475,فانتزی تویز کرمانشاه,سعید صادقی,کرمانشاه,کرمانشاه,خاص,1404/11/24,268573543
476,CUST-0476,مرکز تویز کیش,علی صادقی,کیش,هرمزگان,خرده‌فروش,1403/04/15,496552750
477,CUST-0477,فروشگاه اسباب‌بازی اردبیل,جواد عباسی,اردبیل,اردبیل,خرده‌فروش,1403/05/22,46160316
478,CUST-0478,بچه‌ها بازی بوشهر,مصطفی حسینی,بوشهر,بوشهر,خرده‌فروش,1404/06/13,281388599
479,CUST-0479,فانتزی اسباب‌بازی سنندج,مجید عباسی,سنندج,کردستان,خرده‌فروش,1404/04/05,484958242
480,CUST-0480,تویز اسباب‌بازی شیراز,مصطفی عباسی,شیراز,فارس,عمده‌فروش,1403/04/25,266317943
481,CUST-0481,فروشگاه پخش اسباب‌بازی خرم‌آباد,مصطفی رضایی,خرم‌آباد,لرستان,خاص,1403/09/04,318405332
482,CUST-0482,کلبه کودک یزد,امیر نوری,یزد,یزد,خرده‌فروش,1404/03/09,350916857
483,CUST-0483,شادی پخش اسباب‌بازی کرمانشاه,حسین رضایی,کرمانشاه,کرمانشاه,خاص,1404/10/14,232725121
484,CUST-0484,شادی اسباب‌بازی زنجان,فرشاد قاسمی,زنجان,زنجان,خرده‌فروش,1403/07/17,317503459
485,CUST-0485,شادی اسباب‌بازی زنجان,فرشاد حسینی,زنجان,زنجان,خرده‌فروش,1403/07/25,296314012
486,CUST-0486,دنیای اسباب‌بازی شیراز,مصطفی رحیمی,شیراز,فارس,عمده‌فروش,1404/06/29,451567425
487,CUST-0487,بچه‌ها کودک ایلام,مجید محمدی,ایلام,ایلام,خاص,1403/09/23,32268726
488,CUST-0488,کلبه پخش اسباب‌بازی قشم,امیر قاسمی,قشم,هرمزگان,خاص,1404/02/01,147671962
489,CUST-0489,دنیای اسباب‌بازی بجنورد,امیر موسوی,بجنورد,خراسان شمالی,خاص,1404/04/10,475701627
490,CUST-0490,تویز سرگرمی یزد,ناصر محمدی,یزد,یزد,عمده‌فروش,1404/11/17,446229254
491,CUST-0491,فروشگاه کودک قزوین,مهدی محمدی,قزوین,قزوین,خرده‌فروش,1403/07/02,233271808
492,CUST-0492,کلبه بازی کرمان,سعید قاسمی,کرمان,کرمان,خاص,1403/05/18,313864972
493,CUST-0493,شادی کودک بیرجند,مجید هاشمی,بیرجند,خراسان جنوبی,خاص,1404/06/30,145916779
494,CUST-0494,کلبه کودک یزد,مجید کریمی,یزد,یزد,عمده‌فروش,1403/05/20,102179368
495,CUST-0495,فانتزی سرگرمی قزوین,علی رحیمی,قزوین,قزوین,عمده‌فروش,1404/01/02,237212218
496,CUST-0496,مرکز کودک قشم,جواد جعفری,قشم,هرمزگان,خاص,1404/07/24,183142591
497,CUST-0497,شادی پخش اسباب‌بازی قشم,مجید جعفری,قشم,هرمزگان,خرده‌فروش,1404/03/27,295991494
498,CUST-0498,فروشگاه سرگرمی ارومیه,علی میرزایی,ارومیه,آذربایجان غربی,خرده‌فروش,1403/08/10,48089972
499,CUST-0499,تویز کودک اصفهان,حمید کریمی,اصفهان,اصفهان,خرده‌فروش,1403/06/18,487453455
500,CUST-0500,کلبه سرگرمی قشم,محمد قاسمی,قشم,هرمزگان,خرده‌فروش,1403/04/24,493243264
501,CUST-0501,کلبه اسباب‌بازی ایلام,مصطفی عباسی,ایلام,ایلام,خاص,1404/03/24,352099239
502,CUST-0502,شادی اسباب‌بازی همدان,فرشاد رحیمی,همدان,همدان,عمده‌فروش,1404/10/28,272687219
503,CUST-0503,بازار بازی بوشهر,مهدی موسوی,بوشهر,بوشهر,خرده‌فروش,1403/03/28,161668531
504,CUST-0504,پخش کودک اهواز,مصطفی عباسی,اهواز,خوزستان,خاص,1404/08/21,408759559
505,CUST-0505,دنیای پخش اسباب‌بازی سنندج,سعید رضایی,سنندج,کردستان,عمده‌فروش,1404/09/19,345518274
506,CUST-0506,پخش اسباب‌بازی همدان,ناصر موسوی,همدان,همدان,خرده‌فروش,1404/06/25,89682300
507,CUST-0507,بچه‌ها پخش اسباب‌بازی ارومیه,مهدی کریمی,ارومیه,آذربایجان غربی,خرده‌فروش,1404/08/05,456354320
508,CUST-0508,فروشگاه کودک کیش,مصطفی میرزایی,کیش,هرمزگان,عمده‌فروش,1404/02/25,413043249
509,CUST-0509,مرکز پخش اسباب‌بازی ساری,جواد رضایی,ساری,مازندران,عمده‌فروش,1403/09/10,475401957
510,CUST-0510,پخش پخش اسباب‌بازی قزوین,سعید صادقی,قزوین,قزوین,خاص,1403/05/22,365602559
511,CUST-0511,شادی بازی ساری,مجید محمدی,ساری,مازندران,عمده‌فروش,1404/10/07,310573446
512,CUST-0512,کلبه پخش اسباب‌بازی بجنورد,مهدی عباسی,بجنورد,خراسان شمالی,خرده‌فروش,1404/01/12,214939087
513,CUST-0513,بچه‌ها سرگرمی قشم,علی رحیمی,قشم,هرمزگان,خاص,1403/04/03,467036956
514,CUST-0514,بچه‌ها اسباب‌بازی سمنان,مصطفی نوری,سمنان,سمنان,عمده‌فروش,1404/02/11,434371305
515,CUST-0515,پخش بازی زنجان,مهدی موسوی,زنجان,زنجان,خرده‌فروش,1403/10/15,32157148
516,CUST-0516,دنیای بازی رشت,مصطفی موسوی,رشت,گیلان,عمده‌فروش,1404/11/27,22919817
517,CUST-0517,فروشگاه پخش اسباب‌بازی اصفهان,مصطفی رحیمی,اصفهان,اصفهان,عمده‌فروش,1404/04/12,194467049
518,CUST-0518,مرکز بازی اهواز,مجید احمدی,اهواز,خوزستان,عمده‌فروش,1404/03/11,407171132
519,CUST-0519,تویز کودک رشت,جواد شریفی,رشت,گیلان,عمده‌فروش,1403/10/05,493765303
520,CUST-0520,تویز اسباب‌بازی ایلام,امیر هاشمی,ایلام,ایلام,عمده‌فروش,1404/10/23,83704276
521,CUST-0521,شادی پخش اسباب‌بازی کرج,مهدی عباسی,کرج,البرز,خرده‌فروش,1403/08/24,301124050
522,CUST-0522,فروشگاه اسباب‌بازی تبریز,رضا صادقی,تبریز,آذربایجان شرقی,عمده‌فروش,1403/03/18,196636519
523,CUST-0523,کلبه پخش اسباب‌بازی کرمانشاه,مجید احمدی,کرمانشاه,کرمانشاه,خاص,1403/01/09,485258054
524,CUST-0524,فروشگاه بازی خرم‌آباد,فرشاد رضایی,خرم‌آباد,لرستان,عمده‌فروش,1404/04/31,422638272
525,CUST-0525,شادی اسباب‌بازی کرمانشاه,فرشاد میرزایی,کرمانشاه,کرمانشاه,عمده‌فروش,1403/04/12,420781065
526,CUST-0526,بچه‌ها تویز قزوین,حسین جعفری,قزوین,قزوین,خاص,1403/05/13,239659648
527,CUST-0527,فروشگاه سرگرمی کرمان,ناصر احمدی,کرمان,کرمان,خاص,1404/09/13,213261556
528,CUST-0528,فانتزی تویز ارومیه,فرشاد حسینی,ارومیه,آذربایجان غربی,خاص,1404/10/02,143969465
529,CUST-0529,شادی سرگرمی کرمان,اکبر صادقی,کرمان,کرمان,عمده‌فروش,1403/08/07,37623993
530,CUST-0530,مرکز اسباب‌بازی قم,ناصر عباسی,قم,قم,خرده‌فروش,1404/01/28,433713964
531,CUST-0531,بچه‌ها کودک زنجان,رضا کریمی,زنجان,زنجان,عمده‌فروش,1404/10/19,408321494
532,CUST-0532,کلبه سرگرمی بندرعباس,ناصر عباسی,بندرعباس,هرمزگان,خرده‌فروش,1404/09/11,499861659
533,CUST-0533,تویز کودک مشهد,حمید قاسمی,مشهد,خراسان رضوی,عمده‌فروش,1404/06/01,498352050
534,CUST-0534,تویز پخش اسباب‌بازی بجنورد,علی میرزایی,بجنورد,خراسان شمالی,خرده‌فروش,1403/08/30,282161535
535,CUST-0535,فروشگاه کودک بیرجند,مجید هاشمی,بیرجند,خراسان جنوبی,عمده‌فروش,1404/08/27,386803833
536,CUST-0536,بچه‌ها تویز تهران,حسین جعفری,تهران,تهران,خرده‌فروش,1404/08/01,472935207
537,CUST-0537,کلبه پخش اسباب‌بازی ایلام,حسین میرزایی,ایلام,ایلام,عمده‌فروش,1404/04/24,426327221
538,CUST-0538,دنیای اسباب‌بازی مشهد,علی کریمی,مشهد,خراسان رضوی,عمده‌فروش,1403/08/05,131200569
539,CUST-0539,شادی سرگرمی کرج,مهدی هاشمی,کرج,البرز,خرده‌فروش,1404/05/24,230766626
540,CUST-0540,شادی اسباب‌بازی زنجان,اکبر نوری,زنجان,زنجان,خاص,1404/06/30,73288113
541,CUST-0541,تویز اسباب‌بازی کرمان,مهدی محمدی,کرمان,کرمان,عمده‌فروش,1404/06/03,477485003
542,CUST-0542,کلبه تویز کرمان,سعید قاسمی,کرمان,کرمان,خاص,1404/10/08,307025570
543,CUST-0543,تویز پخش اسباب‌بازی شیراز,سعید عباسی,شیراز,فارس,عمده‌فروش,1403/08/29,122034974
544,CUST-0544,فروشگاه بازی بندرعباس,محمد صادقی,بندرعباس,هرمزگان,خاص,1404/09/15,339133335
545,CUST-0545,تویز پخش اسباب‌بازی کرج,فرشاد هاشمی,کرج,البرز,عمده‌فروش,1403/06/25,312882837
546,CUST-0546,مرکز پخش اسباب‌بازی تهران,علی رضایی,تهران,تهران,خرده‌فروش,1404/05/19,185499731
547,CUST-0547,مرکز تویز اراک,حسین عباسی,اراک,مرکزی,خاص,1403/09/30,65643220
548,CUST-0548,بازار تویز اهواز,مصطفی جعفری,اهواز,خوزستان,خاص,1403/10/03,339070865
549,CUST-0549,تویز پخش اسباب‌بازی شیراز,ناصر هاشمی,شیراز,فارس,خرده‌فروش,1403/03/17,264950773
550,CUST-0550,کلبه تویز سمنان,علی صادقی,سمنان,سمنان,عمده‌فروش,1404/07/29,388436011
551,CUST-0551,مرکز تویز ایلام,مصطفی محمدی,ایلام,ایلام,خاص,1404/08/06,264880115
552,CUST-0552,پخش پخش اسباب‌بازی اهواز,حمید احمدی,اهواز,خوزستان,عمده‌فروش,1403/02/15,427568935
553,CUST-0553,بازار بازی بندرعباس,امیر جعفری,بندرعباس,هرمزگان,عمده‌فروش,1403/05/30,280434350
554,CUST-0554,کلبه پخش اسباب‌بازی اصفهان,فرشاد هاشمی,اصفهان,اصفهان,عمده‌فروش,1404/03/02,284859606
555,CUST-0555,پخش بازی قزوین,بهرام عباسی,قزوین,قزوین,خرده‌فروش,1403/11/22,439560265
556,CUST-0556,دنیای تویز شیراز,محمد نوری,شیراز,فارس,عمده‌فروش,1404/11/18,207706604
557,CUST-0557,پخش سرگرمی یزد,علی جعفری,یزد,یزد,خرده‌فروش,1403/03/09,75667461
558,CUST-0558,تویز تویز گرگان,محمد نوری,گرگان,گلستان,عمده‌فروش,1404/04/09,24103511
559,CUST-0559,پخش تویز ایلام,ناصر میرزایی,ایلام,ایلام,خاص,1403/11/06,380017255
560,CUST-0560,فانتزی تویز بندرعباس,ناصر صادقی,بندرعباس,هرمزگان,خاص,1403/07/15,313951680
561,CUST-0561,مرکز اسباب‌بازی بندرعباس,بهرام جعفری,بندرعباس,هرمزگان,عمده‌فروش,1403/01/25,354999086
562,CUST-0562,بازار تویز سنندج,علی میرزایی,سنندج,کردستان,خرده‌فروش,1404/11/02,114352439
563,CUST-0563,فروشگاه کودک بوشهر,حمید حسینی,بوشهر,بوشهر,خرده‌فروش,1404/03/02,76822023
564,CUST-0564,مرکز پخش اسباب‌بازی کرج,مهدی محمدی,کرج,البرز,عمده‌فروش,1403/02/14,17126886
565,CUST-0565,بچه‌ها بازی اردبیل,فرشاد محمدی,اردبیل,اردبیل,عمده‌فروش,1404/08/13,181787903
566,CUST-0566,مرکز پخش اسباب‌بازی کیش,جواد جعفری,کیش,هرمزگان,خاص,1403/03/15,299059666
567,CUST-0567,شادی پخش اسباب‌بازی کرج,حسین حسینی,کرج,البرز,خرده‌فروش,1403/10/23,202199582
568,CUST-0568,شادی پخش اسباب‌بازی قزوین,جواد عباسی,قزوین,قزوین,خرده‌فروش,1403/11/29,224362711
569,CUST-0569,تویز کودک شهرکرد,محمد حسینی,شهرکرد,چهارمحال و بختیاری,خاص,1403/05/16,453037760
570,CUST-0570,مرکز اسباب‌بازی قم,حسین صادقی,قم,قم,خرده‌فروش,1404/04/19,180645178
571,CUST-0571,فروشگاه سرگرمی اردبیل,امیر میرزایی,اردبیل,اردبیل,خرده‌فروش,1403/07/27,261854849
572,CUST-0572,فانتزی تویز بوشهر,جواد محمدی,بوشهر,بوشهر,عمده‌فروش,1403/03/31,393989976
573,CUST-0573,دنیای اسباب‌بازی بوشهر,رضا رحیمی,بوشهر,بوشهر,عمده‌فروش,1403/11/30,204305963
574,CUST-0574,پخش تویز تبریز,سعید نوری,تبریز,آذربایجان شرقی,خاص,1403/02/20,314822483
575,CUST-0575,تویز کودک بوشهر,علی جعفری,بوشهر,بوشهر,خاص,1404/04/05,432558217
576,CUST-0576,فروشگاه بازی بندرعباس,محمد میرزایی,بندرعباس,هرمزگان,عمده‌فروش,1403/05/20,475265105
577,CUST-0577,بازار کودک تهران,حسین حسینی,تهران,تهران,خرده‌فروش,1404/02/14,82066005
578,CUST-0578,دنیای سرگرمی تبریز,مهدی شریفی,تبریز,آذربایجان شرقی,عمده‌فروش,1403/03/15,464027936
579,CUST-0579,پخش پخش اسباب‌بازی شیراز,مجید میرزایی,شیراز,فارس,عمده‌فروش,1403/05/08,251136983
580,CUST-0580,فروشگاه اسباب‌بازی خرم‌آباد,مجید احمدی,خرم‌آباد,لرستان,خاص,1403/06/18,136539750
581,CUST-0581,شادی بازی زنجان,علی جعفری,زنجان,زنجان,خرده‌فروش,1404/11/28,234976520
582,CUST-0582,بچه‌ها کودک یزد,بهرام رضایی,یزد,یزد,خرده‌فروش,1403/10/06,490215961
583,CUST-0583,مرکز اسباب‌بازی شهرکرد,ناصر قاسمی,شهرکرد,چهارمحال و بختیاری,عمده‌فروش,1404/09/20,251382866
584,CUST-0584,فانتزی بازی گرگان,بهرام نوری,گرگان,گلستان,عمده‌فروش,1404/05/01,171088289
585,CUST-0585,تویز بازی تبریز,حسین جعفری,تبریز,آذربایجان شرقی,خاص,1403/07/19,320366418
586,CUST-0586,کلبه اسباب‌بازی بندرعباس,سعید میرزایی,بندرعباس,هرمزگان,خرده‌فروش,1404/01/02,127671353
587,CUST-0587,بچه‌ها سرگرمی قشم,حمید موسوی,قشم,هرمزگان,خرده‌فروش,1404/02/01,47173030
588,CUST-0588,بازار تویز یزد,ناصر حسینی,یزد,یزد,خرده‌فروش,1403/01/31,73151063
589,CUST-0589,فانتزی سرگرمی کرج,امیر میرزایی,کرج,البرز,عمده‌فروش,1404/08/17,72742461
590,CUST-0590,فروشگاه کودک ارومیه,اکبر حسینی,ارومیه,آذربایجان غربی,خاص,1403/09/27,84432319
591,CUST-0591,پخش سرگرمی کرج,جواد میرزایی,کرج,البرز,خرده‌فروش,1404/02/01,78025314
592,CUST-0592,مرکز کودک یزد,ناصر موسوی,یزد,یزد,خاص,1404/01/02,324028624
593,CUST-0593,بچه‌ها سرگرمی مشهد,ناصر رضایی,مشهد,خراسان رضوی,عمده‌فروش,1404/07/25,99121241
594,CUST-0594,کلبه تویز قشم,حسین صادقی,قشم,هرمزگان,عمده‌فروش,1403/02/08,179376968
595,CUST-0595,پخش سرگرمی کرج,رضا احمدی,کرج,البرز,خرده‌فروش,1404/06/19,449426320
596,CUST-0596,بچه‌ها سرگرمی تهران,رضا میرزایی,تهران,تهران,خرده‌فروش,1403/05/10,242241203
597,CUST-0597,بچه‌ها اسباب‌بازی یزد,علی رضایی,یزد,یزد,خاص,1404/08/19,337103291
598,CUST-0598,فروشگاه سرگرمی کرمان,جواد موسوی,کرمان,کرمان,خرده‌فروش,1403/03/13,94436736
599,CUST-0599,دنیای اسباب‌بازی بجنورد,امیر کریمی,بجنورد,خراسان شمالی,عمده‌فروش,1403/11/25,104221619
600,CUST-0600,شادی پخش اسباب‌بازی ارومیه,مجید هاشمی,ارومیه,آذربایجان غربی,عمده‌فروش,1403/11/19,30025621
